ATAD3B	0.004482336585386326
GPN2	0.07540704448897229
SFN	0.07171109146945909
ZDHHC18	0.07712432002773428
PIGV	0.2708109844330089
MINDY1	0.01760165233326272
LUZP1	0.2884122146886112
HRNR	0.12472094417132196
RPTN	0.011251701300872607
TCHHL1	0.001651609342285587
S100A11	0.007696412252668705
ITPKB	0.48579410051575067
EIF4G3	0.3672078770528696
FHAD1	0.6969210218613617
ANGPTL1	0.5972074742074742
RALGPS2	0.041855086111720174
CFAP74	0.9466382450333664
VAMP4	0.016127116328409574
ROR1	0.32935191640206485
C1orf185	0.1422981743205679
BEND5	0.5992841985244186
AGBL4	0.16198391004684276
TEX46	0.9891623676325405
NBPF10	0.8819275376450445
HJV	0.8819275376450445
TXNIP	0.8819275376450445
GPATCH3	0.06531665268246933
NUDC	0.16125529460422328
TRNP1	0.511412157270887
SLAMF1	0.8889610717023742
PYCR2	0.2132026528948513
NBPF1	0.07533052643686677
WDR47	0.6037944203595456
ARID1A	0.04569328610028878
MDM4	0.06776796651349648
ABCA4	0.23352522312319524
H3-4	0.7591921819420667
EFCAB2	0.9830918293991343
C1orf105	0.9297803284452875
PIGC	0.9295441809001255
DNM3	0.8183973496311184
METTL13	0.17724519805896843
GRHL3	0.3339196448313013
SRSF10	0.31681207310104964
PNRC2	0.2692281171378804
CNR2	0.7056563156323514
RGS7	0.37512286944966466
NDC1	0.5338628138100834
GLIS1	0.5210746548397192
PPP1R15B	0.008133817348925154
UBXN11	0.9310654908583721
HMGN2	0.18262905829544307
LIN28A	0.4855579475952717
CEP85	0.6793186935031582
CATSPER4	0.6494477532580678
TENT5B	0.739606186959922
NR0B2	0.05634797672874858
MYOM3	0.9538690592353307
FCER1A	0.38789751688513163
OR10J1	0.9076619486903255
ACKR1	0.5041019322662832
CADM3	0.17376498224416215
SPRR2G	0.17623488767640838
SPRR2F	0.382128754374241
SPRR2E	0.35956910928855346
SPRR2B	0.3345940227948567
SPRR2A	0.2979983685366778
SPRR2D	0.2920616003851745
SPRR1B	0.3053153751833051
SPRR3	0.3104524576772064
SPRR4	0.3386259803218925
IVL	0.23023060843212306
SMCP	0.2527946822159034
LCE6A	0.2896813049670579
LCE1A	0.7084893371767764
LCE1B	0.6760910946584047
KDM1A	0.9871840120303096
GORAB	0.31666063139974
SVBP	0.7245729863595394
TMEM269	0.7602561898680128
CCDC18	0.9777491292895455
TMED5	0.9869940026609826
MR1	0.7933551734987561
STX6	0.8772688559107926
IL22RA1	0.777636825122028
IFNLR1	0.5555064859858604
ELF3	0.33718225623829257
LGR6	0.16938814937048374
ITGA10	0.5402457268495842
ANKRD35	0.5615319096516587
OTUD7B	0.46758534370662497
MTMR11	0.37479073199250956
ADAM15	0.3228518674248734
DCST1	0.5153515629487785
DCST2	0.5971971245740645
ZBTB7B	0.6186557269812181
FLAD1	0.3360207384250533
CKS1B	0.2785832469764452
SHC1	0.18976367385902304
PYGO2	0.18209880803588518
NRDC	0.10914546346130294
PBXIP1	0.14609810045444838
EVI5	0.6300270966154558
CSMD2	0.8558076414114453
C1orf94	0.9206119157835359
ETV3	0.22406765898975878
ETV3L	0.32001545099870554
ARHGEF11	0.44401014542780537
PEAR1	0.5564505182719817
FMO2	0.062168090757863115
FMO3	0.07636186575089388
MROH9	0.6111637695329829
SRSF4	0.9788786186350228
SIPA1L2	0.6138197489824034
PTPN7	0.332352073233134
PMVK	0.14495448519001664
FAF1	0.06081382616115805
PRRC2C	0.03972386255793747
ESPN	0.8118059208935979
RAB3GAP2	0.5333204794163215
IARS2	0.1635026002507587
BPNT1	0.15484057217034652
EPRS1	0.04975652594898716
TAF13	0.898877187526721
TAF12	0.9584695335102192
MOV10	0.3030495887809511
TAFA3	0.39818070968947916
RHOC	0.33694651440013423
CAPZA1	0.11918520325563764
PIAS3	0.5615319096516587
NUDT17	0.5615319096516587
PTGER3	0.8531289289322618
NAV1	0.09120565364926059
SHISA4	0.6296404809138398
IPO9	0.6930818106431682
CSRP1	0.07000034328173776
PHLDA3	0.08581060877140101
TNNI1	0.8406419710411172
LAD1	0.8434505622814618
TNNT2	0.8332015632917347
PKP1	0.6746259131762193
SLFNL1	0.7684639067568773
CITED4	0.2748685828718892
KCNQ4	0.8892581160714983
CDC42BPA	0.4656753251786546
HSD17B7	0.17136697415926927
MACF1	0.6003604094426342
CCDC190	0.4079708802290364
PHF13	0.5519219314062833
KLHL21	0.5209572413492226
GPR61	0.7367201290104954
CSDE1	0.8834996797236647
PPCS	0.8887656018953192
ZP4	0.41147831303192084
LCE3C	0.9036354655690984
GON4L	0.806912989463449
STUM	0.520400210410499
PALMD	0.078199516469873
F5	0.060630250428651555
SLC19A2	0.044726160569264595
CCDC181	0.031187984806514968
BLZF1	0.10470241489814747
POMGNT1	0.006559653694365952
RAD54L	0.052322633727242884
LURAP1	0.009573405662999912
P3R3URF	0.009015595655286424
TSPAN1	0.009015595655286424
P3R3URF-PIK3R3	0.004945161952721988
PIK3R3	0.009426306229614156
FCGR2C	0.31962036471644306
ASCL5	0.3819453439179522
VWA5B1	0.07092852245170367
ADGRL2	0.4960257365181203
MEF2D	0.9837757527241939
CENPF	0.9868089078277394
TRIM46	0.1925758451522661
KLHL17	0.0033990118750020226
CYP4A22	0.9553399882613216
ZNF644	0.05795275408921152
VTCN1	0.6559763956882885
KDF1	0.2577110768568319
CCNL2	0.009072554092174445
ASAP3	0.8536094915108793
SEMA4A	0.6959388231178905
PRKAA2	0.41850176321008026
MAST2	0.010662089852647494
TNN	0.4628884373890223
KISS1	0.5198181438480429
NPPA	0.3963415807494368
PATJ	0.3887128361951604
NOTCH2	0.4606087276300963
PRKACB	0.47751611163766616
CYP4A11	0.28560237208604977
TDRKH	0.5995488929192458
TARS2	0.0022293685495786697
IGSF9	0.47007190205279936
CYP4B1	0.685562459292928
LRRC41	0.08953988226290044
FAM189B	0.194573676002623
DIO1	0.4980446986704997
MUC1	0.2240539921856015
OPRD1	0.700044643173832
GBP5	0.9840485141358201
SPATA21	0.4929909473423608
OR2C3	0.4098471607978227
LCE2C	0.6678967238601523
IL19	0.425368028963925
SEC16B	0.6655602747059902
OR2T1	0.3089081438111918
H3C14	0.23511989434192093
TRMT13	0.42876932665309464
RSC1A1	0.972873415219679
H4C14	0.23511989434192093
H2BC21	0.18446260303516204
H2AC18	0.23511989434192093
DCAF6	0.5085206289921589
CLCNKB	0.5831941412067247
NBPF6	0.4411906538863184
H4C15	0.2013234733987892
H2BC18	0.20253772113466928
H3C15	0.23511989434192093
OR6N2	0.23430290049202662
OR2B11	0.5996873916269063
ALDH9A1	0.30856717130508393
MYOCOS	0.006252504499802747
COL16A1	0.04521237334354744
HCRTR1	0.2574642000349706
FUCA1	0.7167532012748643
HMGCL	0.6756015862200976
ELOA	0.2306667874527193
DIRAS3	0.47764637328705306
H2AC19	0.23511989434192093
EVA1B	0.20596053690889216
MRPS15	0.3826614150766787
OSCP1	0.3828563156066095
PLEKHA6	0.11446437938082143
GOLT1A	0.6331122954314089
CDK18	0.0782323576074091
AMY2A	0.17135033036404734
AMY2B	0.2024720043332966
RAB42	0.9582664750863277
TRNAU1AP	0.9517942042910069
ZNF684	0.2503901522548212
ZFP69	0.2097561991738477
ACTA1	0.8133492775708018
CCSAP	0.6609428409155529
SYPL2	0.7005923571725922
CNTN2	0.7122296490669732
NFASC	0.28700863653926123
MAB21L3	0.5861505220803571
SELENON	0.8436857428931608
MAN1C1	0.8121268554699328
OR2L5	0.8617795448408045
HPDL	0.9270327944047931
AMY1C	0.14731216756217114
AMY1A	0.14450669167823227
TFAP2E	0.8299870929282693
NCDN	0.849022080540232
LCE1D	0.6760910946584047
LCE1E	0.7047314772488114
LCE1F	0.5282623002505951
ZMYM1	0.5754349156380293
C1orf146	0.49246208932644786
GLMN	0.40691296446268577
RPAP2	0.4727064506177062
OR14A2	0.257459904344289
OR6F1	0.26551778431512774
CTRC	0.06049675386934683
EFHD2	0.20265826748846139
